OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
2198, , ,1, ,279401,1,30,ARNOW PL,SANDS PL, , , , ,SCHUYLER PL, ,0, ,15045,015045,279401011,0,0.05,39239084,005,5045,,19,Combined Total,Y,,2019,F,236,23,13,10,1,2015,229,10,58,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,11,5,Estimated,,,,,19,10,24
2169, , ,1, ,279423,1,30,DITMARS ST,BEACH ST, , , , ,KING AV, ,0, ,15047,015047,279423011,0,0.18,39252413,005,5047,,19,Combined Total,Y,,2019,F,350,29,17,15,2,2016,343,8,58,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,17,5,Estimated,,,,,19,31,30
2142, , ,1, ,279455,1,30,END,CITY ISLAND AVE, , , , ,BAY ST, ,0, ,15049,015049,279455011,0,0.24,39239277,005,5049,,19,Combined Total,Y,,2019,F,339,28,15,15,2,2018,337,8,52,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,17,5,Estimated,,,,,20,23,27
2130, , ,1, ,279483,1,30,END,CITY ISLAND AVE, , , , ,PELL PL, ,0, ,15050,015050,279483011,0,0.17,39243673,005,5050,,19,Combined Total,Y,,2019,F,345,26,15,15,2,2015,335,8,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,17,5,Estimated,,,,,22,27,28
2121, , ,1, ,279503,1,30,END,CAROLL ST, , , , ,WILLIAM AV, ,0,Y,15051,015051,279503011,0,0.12,39110769,005,5051,,19,Combined Total,Y,Y,2019,F,60,8,8,3,0,2015,58,13,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,3,5,Estimated,,,,,4,6,8
2105, , ,1, ,279505,1,30,HAWKINS ST,FORDHAM ST, , , , ,WILLIAM AV, ,0,Y,15052,015052,279505011,0,0.06,39176299,005,5052,,19,Combined Total,Y,Y,2019,F,144,15,15,6,1,2018,143,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,7,5,Estimated,,,,,14,8,12
2090, , ,1, ,279511,1,30,AQUEDUCT AVE E,JEROME AVE, , , , ,CLINTON PL, ,0,Y,15053,015053,279511011,0,0.19,39255145,005,5053,,19,Combined Total,Y,Y,2019,F,933,77,77,40,5,2016,913,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,45,5,Estimated,,,,,53,63,82
2079, , ,1, ,279515,1,30,AQUEDUCT AVE E,JEROME AVE, , , , ,NORTH ST, ,0,Y,15054,015054,279515011,0,0.15,39251142,005,5054,,19,Combined Total,Y,Y,2019,F,813,61,61,35,4,2016,796,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,39,5,Estimated,,,,,42,48,65
2050, , ,1, ,279533,1,30,W 183RD ST,W FORDHAM RD, , , , ,LORING PL N, ,0,Y,15055,015055,279533011,0,0.2,39188839,005,5055,,19,Combined Total,Y,Y,2019,F,2032,196,196,87,10,2018,2018,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,97,5,Estimated,,,,,124,98,187
2033, , ,1, ,279539,1,30,W BURNSIDE AVE,W 180TH ST, , , , ,OSBORNE PL, ,0,Y,15056,015056,279539011,0,0.14,39187230,005,5056,,19,Combined Total,Y,Y,2019,F,1600,165,165,69,8,2015,1555,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,77,5,Estimated,,,,,175,78,108
2022, , ,1, ,279543,1,30,PHELAN PL,PHELAN PL, , , , ,BILLINGSLEY TER, ,0,Y,15057,015057,279543011,0,0.16,39217046,005,5057,,19,Combined Total,Y,Y,2019,F,373,36,36,16,2,2015,363,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,18,5,Estimated,,,,,17,21,38
1999, , ,1, ,279575,1,30,ROBERT CLEMENTE BRIDGE,W TREMONT AVE, ,2269030, , ,MATTHEWSON RD, ,0, ,15058,015058,279575011,0,0.1,39153178,005,5058,,19,Combined Total,Y,,2019,A,1302,120,91,56,7,2019,1302,9,76,2018,1502,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,63,5,Estimated,,,,,113,73,84
1988, , ,1, ,279621,1,30,E MOUNT EDEN  AVE,E 174TH ST, , , , ,TOPPING AV, ,0,Y,15059,015059,279621011,0,0.14,39258692,005,5059,,19,Combined Total,Y,Y,2019,F,853,65,65,37,4,2018,847,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,41,5,Estimated,,,,,42,47,62
1978, , ,1, ,279635,1,30,E 172ND ST,E 174TH ST, , , , ,SELWYN AV, ,0,Y,15060,015060,279635011,0,0.32,39102232,005,5060,,19,Combined Total,Y,Y,2019,F,1885,138,138,81,9,2015,1832,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,90,5,Estimated,,,,,110,98,132
1966, , ,1, ,279677,1,30,E 188TH ST,E FORDHAM RD, , , , ,ELM PL, ,0,Y,15061,015061,279677011,0,0.1,39246661,005,5061,,19,Combined Total,Y,Y,2019,F,633,45,45,27,3,2016,620,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,30,5,Estimated,,,,,33,41,48
1954, , ,1, ,279683,1,30,"E 187TH ST
","E BURNSIDE AVE

", , , , ,RYER AV, ,0,Y,15062,015062,279683011,0,0.68,39110770,005,5062,,19,Combined Total,Y,Y,2019,F,2762,206,206,119,14,2018,2742,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,133,5,Estimated,,,,,140,175,197
1943, , ,1, ,279703,1,30,3RD AVE,E FORDHAM RD, , , , ,LORILLARD PL, ,0,Y,15063,015063,279703011,0,0.35,39234090,005,5063,,19,Combined Total,Y,Y,2019,F,2620,206,206,113,13,2015,2547,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,126,5,Estimated,,,,,130,218,216
1926, , ,1, ,279721,1,30,E 182ND ST,CRESCENT AVE, , , , ,ADAMS PL, ,0,Y,15064,015064,279721011,0,0.13,39254518,005,5064,,19,Combined Total,Y,Y,2019,F,989,66,66,42,5,2018,982,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,5,Estimated,,,,,56,63,59
1915, , ,1, ,279725,1,30,GROTE ST,E 189TH ST, , , , ,BEAUMONT AV, ,0,Y,15065,015065,279725011,0,0.36,39226696,005,5065,,19,Combined Total,Y,Y,2019,F,604,39,39,26,3,2016,591,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,29,5,Estimated,,,,,42,41,42
1912, , ,1, ,279729,1,30,E 182ND ST,CROTONA AVE, , , , ,GROTE ST, ,0, ,15066,015066,279729011,0,0.11,39254662,005,5066,,19,Combined Total,Y,,2019,F,436,41,41,19,2,2015,424,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,21,5,Estimated,,,,,30,30,43
1898, , ,1, ,279733,1,30,E TREMONT AVE,E 182ND ST, , , , ,MAPES AV, ,0,Y,15067,015067,279733011,0,0.4,39235861,005,5067,,19,Combined Total,Y,Y,2019,F,1405,98,98,60,7,2018,1395,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,67,5,Estimated,,,,,94,66,93
1893, , ,1, ,279735,1,30,CROTONA PKWY,HONEYWELL AVE, , , , ,HORNADAY PL, ,0,Y,15068,015068,279735011,0,0.11,39238544,005,5068,,19,Combined Total,Y,Y,2019,F,946,68,68,41,5,2016,926,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,46,5,Estimated,,,,,53,55,72
1881, , ,1, ,279831,1,30,JEROME AVE,GRAND CONCOURSE, , , , ,CLARKE PL E, ,0,Y,15069,015069,279831011,0,0.2,39110771,005,5069,,19,Combined Total,Y,Y,2019,F,865,57,57,37,4,2016,847,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,41,5,Estimated,,,,,46,57,61
1869, , ,1, ,279841,1,30,EDWARD L GRANT HWY,JEROME AVE, , , , ,W 169 ST, ,0, ,15070,015070,279841011,0,0.11,39155603,005,5070,,19,Combined Total,Y,,2019,F,3735,327,164,160,19,2016,3656,9,50,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,179,5,Estimated,,,,,195,260,348
1836, , ,1, ,279917,1,30,BOSTON RD,CROTONA PARK S, , , , ,CROTONA AV, ,0, ,15071,015071,279917011,0,0.13,39250038,005,5071,,19,Combined Total,Y,,2019,F,2507,189,101,108,13,2016,2454,8,54,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,121,5,Estimated,,,,,128,153,201
1825, , ,1, ,279919,1,30,ST PAULS PL,E 171ST ST, , , , ,CROTONA PL, ,0, ,15072,015072,279919011,0,0.09,39170133,005,5072,,19,Combined Total,Y,,2019,F,523,39,20,22,3,2018,519,7,51,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,25,5,Estimated,,,,,25,34,37
1803, , ,1, ,279929,1,30,FRANKLIN AVE,BOSTON RD, , , , ,JEFFERSON PL, ,0,Y,15073,015073,279929011,0,0.15,39233381,005,5073,,19,Combined Total,Y,Y,2019,F,642,47,47,28,3,2015,624,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,31,5,Estimated,,,,,40,42,50
1784, , ,1, ,279939,1,30,UNION AVE,W FARMS RD, , , , ,JENNINGS ST, ,0, ,15074,015074,279939011,0,0.73,39252261,005,5074,,19,Combined Total,Y,,2019,F,28,3,3,1,0,2015,27,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1,5,Estimated,,,,,2,2,3
1770, , ,1, ,279943,1,30,FREEMAN ST,BOSTON RD, , , , ,BRISTOW ST, ,0,Y,15075,015075,279943011,0,0.24,39145038,005,5075,,19,Combined Total,Y,Y,2019,F,1172,97,97,50,6,2018,1164,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,56,5,Estimated,,,,,93,59,87
1759, , ,1, ,279959,1,30,INTERVALE AVE,WESTCHESTER AVE, , , , ,HOME ST, ,0,Y,15076,015076,279959011,0,0.49,39122963,005,5076,,19,Combined Total,Y,Y,2019,F,542,47,47,23,3,2018,538,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,26,5,Estimated,,,,,30,31,45
1745, , ,1, ,279969,1,30,MORRIS AVE,TELLER AVE, , , , ,E 171 ST, ,0, ,15077,015077,279969011,0,0.1,39242521,005,5077,,19,Combined Total,Y,,2019,F,1025,72,49,44,5,2018,1018,7,68,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,49,5,Estimated,,,,,69,53,63
1736, , ,1, ,279973,1,30,E 163RD ST,E 164TH ST, , , , ,COLLEGE AV, ,0,Y,15078,015078,279973011,0,0.08,39179395,005,5078,,19,Combined Total,Y,Y,2019,F,502,37,22,22,3,2016,491,7,59,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,25,5,Estimated,,,,,39,26,28
1719, , ,1, ,279983,1,30,E 161ST ST,MOUNT EDEN PKWY, , , , ,SHERIDAN AV, ,0,Y,15079,015079,279983011,0,1.29,39245665,005,5079,,19,Combined Total,Y,Y,2019,F,1644,158,158,71,8,2016,1609,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,79,5,Estimated,,,,,66,92,168
1704, , ,1, ,279987,1,30,BARRIER,MC CLELLAN ST, , , , ,CARROLL PL, ,0, ,15080,015080,279987011,0,0.15,39145259,005,5080,,19,Combined Total,Y,,2019,F,1074,75,45,46,5,2018,1066,7,60,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,51,5,Estimated,,,,,72,64,70
1689, , ,1, ,280029,1,30,SENECA AVE,GARRISON AVE, , , , ,IRVINE ST, ,0,Y,15081,015081,280029011,0,0.09,39200181,005,5081,,19,Combined Total,Y,Y,2019,F,476,45,45,20,2,2016,466,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,5,Estimated,,,,,34,30,48
1683, , ,1, ,280091,1,30,E 144TH ST,BRUCKNER BLVD, , , , ,TIMPSON PL, ,0, ,15082,015082,280091011,0,0.5,39186197,005,5082,,19,Combined Total,Y,,2019,F,1095,82,45,47,5,2015,1064,8,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,52,5,Estimated,,,,,76,83,87
1663, , ,1, ,280221,1,30,BRUCKNER BLVD,VIELE AVE, ,2241210, , ,BRYANT AV, ,0,Y,15083,015083,280221011,0,1.06,39117251,005,5083,,19,Combined Total,Y,Y,2019,A,6304,462,462,271,32,2019,6304,7,100,2018,1298,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,303,5,Estimated,,,,,435,318,409
1652, , ,1, ,280235,1,30,PROSPECT AVE,LONGWOOD AVE, , , , ,KELLY ST, ,0,Y,15084,015084,280235011,0,0.33,39184636,005,5084,,19,Combined Total,Y,Y,2019,F,1698,149,149,73,8,2015,1651,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,81,5,Estimated,,,,,100,118,158
1647, , ,1, ,280255,1,30,STORY AVE,BRUCKNER BLVD, , , , ,ELDER AV, ,0,Y,15085,015085,280255011,0,0.13,39186816,005,5085,,19,Combined Total,Y,Y,2019,F,822,74,74,35,4,2016,805,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,39,5,Estimated,,,,,79,57,60
1623, , ,1, ,280263,1,30,BRUCKNER BLVD,E 172ND ST, , , , ,WARD AV, ,0,Y,15086,015086,280263011,0,0.51,39133270,005,5086,,19,Combined Total,Y,Y,2019,F,1775,126,126,76,9,2018,1762,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,85,5,Estimated,,,,,95,90,115
1602, , ,1, ,280297,1,30,LAFAYETTE AVE,NOBLE AVE, , , , ,CLASON PT LA, ,0,Y,15088,015088,280297011,0,0.29,39110774,005,5088,,19,Combined Total,Y,Y,2019,F,165,13,13,7,1,2016,162,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,8,5,Estimated,,,,,9,14,12
1581, , ,1, ,280299,1,30,SEWARD AVE,CROES AVE, , , , ,CROES PL, ,0, ,15089,015089,280299011,0,0.15,39114744,005,5089,,19,Combined Total,Y,,2019,F,92,9,9,4,0,2018,91,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,4,5,Estimated,,,,,7,3,8
1569, , ,1, ,280307,1,30,NOBLE AVE,BEACH AVE, , , , ,MANSION ST, ,0, ,15090,015090,280307011,0,0.23,39246761,005,5090,,19,Combined Total,Y,,2019,F,1012,75,39,43,5,2015,984,7,51,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,48,5,Estimated,,,,,72,50,59
1555, , ,1, ,280329,1,30,WHITE PLAINS RD,GARFIELD ST, , , , ,MEAD ST, ,0,Y,15091,015091,280329011,0,0.14,39212005,005,5091,,19,Combined Total,Y,Y,2019,F,690,47,47,30,3,2016,675,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,33,5,Estimated,,,,,38,39,50
1530, , ,1, ,280341,1,30,WATSON AVE,CROSS BX SERVICE RD S, , , , ,ST LAWRENCE AV, ,0,Y,15092,015092,280341011,0,0.53,39232907,005,5092,,19,Combined Total,Y,Y,2019,F,1333,108,108,57,7,2016,1305,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,64,5,Estimated,,,,,115,96,91
1520, , ,1, ,280355,1,30,METROPOLITAN AVE,UNIONPORT RD, , , , ,BENEDICT AV, ,0,Y,15093,015093,280355011,0,0.34,39185427,005,5093,,19,Combined Total,Y,Y,2019,F,622,46,46,27,3,2016,609,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,30,5,Estimated,,,,,49,48,36
1502, , ,1, ,280365,1,30,BRUCKNER BLVD,CROSS BX SERVICE RD S, , , , ,LELAND AV, ,0, ,15094,015094,280365011,0,0.56,39244911,005,5094,,19,Combined Total,Y,,2019,F,2324,196,196,100,12,2018,2307,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,112,5,Estimated,,,,,104,123,180
1488, , ,1, ,280381,1,30,CORNELL AVE,DEAD END, , , , ,BOLTON AVE, ,0, ,15095,015095,280381011,0,0.2,39182585,005,5095,,19,Combined Total,Y,,2019,F,189,16,9,8,1,2016,185,8,59,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,9,5,Estimated,,,,,10,14,17
2525, , ,1, ,280383,1,30,SOUTH END,NORTH END, , , , ,BOLTON AVE, ,0, ,15096,015096,280383011,0,0.5,39234068,005,5096,,19,Combined Total,Y,,2019,F,567,41,23,24,3,2016,555,7,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,27,5,Estimated,,,,,36,40,44
2415, , ,1, ,280493,1,30,ZEREGA AVE,LACOMBE AVE, , , , ,TURNHEUR AV, ,0, ,15099,015099,280493011,0,0.22,39188635,005,5099,,19,Combined Total,Y,,2019,F,325,25,14,14,2,2016,318,8,56,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,16,5,Estimated,,,,,22,16,27
2355, , ,1, ,280495,1,30,SCREVIN AVE,ZEREGA AVE, , , , ,NORTON AVE, ,0, ,15100,015100,280495011,0,0.31,39150711,005,5100,,19,Combined Total,Y,,2019,F,742,46,23,32,4,2016,726,6,51,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,36,5,Estimated,,,,,35,44,46
2322, , ,1, ,280515,1,30,CROSS BX SERVICE RD S,VIRGINIA AVE, , , , ,HAVILAND AV, ,0,Y,15101,015101,280515011,0,0.44,39104473,005,5101,,19,Combined Total,Y,Y,2019,F,1131,79,79,49,6,2016,1107,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,55,5,Estimated,,,,,73,84,64
2269, , ,1, ,280535,1,30,CROSS BX SERVICE RD,METCALF AVE, , , , ,GLEASON AVE, ,0,Y,15102,015102,280535011,0,0.92,39102235,005,5102,,19,Combined Total,Y,Y,2019,F,974,82,82,42,5,2016,953,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,5,Estimated,,,,,63,76,87
2222, , ,1, ,280545,1,30,CASTLE HILL AVE,ZEREGA AVE, , , , ,LYON AV, ,0,Y,15103,015103,280545011,0,0.27,39234762,005,5103,,19,Combined Total,Y,Y,2019,F,942,72,72,40,5,2018,935,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,45,5,Estimated,,,,,67,47,65
2186, , ,1, ,280557,1,30,WESTCHESTER AVE,ST RAYMONDS AVE, , , , ,ROWLAND ST, ,0,Y,15104,015104,280557011,0,0.23,39128564,005,5104,,19,Combined Total,Y,Y,2019,F,1358,102,102,58,7,2016,1329,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,65,5,Estimated,,,,,84,75,109
2172, , ,1, ,280597,1,30,ZEREGA AVE,SEDDON ST, , , , ,DORSEY ST, ,0,Y,15105,015105,280597011,0,0.12,39257152,005,5105,,19,Combined Total,Y,Y,2019,F,528,38,38,23,3,2015,513,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,26,5,Estimated,,,,,37,29,40
2132, , ,1, ,280599,1,30,DORSEY ST,MACLAY AVE, , , , ,HUBBELL ST, ,0,Y,15106,015106,280599011,0,0.04,39194807,005,5106,,19,Combined Total,Y,Y,2019,F,88,7,7,4,0,2015,86,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,4,5,Estimated,,,,,8,3,3
2051, , ,1, ,280621,1,30,E TREMONT AVE,BLONDELL AVE, , , , ,PONTON AVE, ,0,Y,15107,015107,280621011,0,0.08,39230229,005,5107,,19,Combined Total,Y,Y,2019,F,943,88,88,40,5,2015,917,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,45,5,Estimated,,,,,61,93,93
2034, , ,1, ,280627,1,30,WESTCHESTER AVE,FINK AVE, , , , ,WATERS AV, ,0, ,15108,015108,280627011,0,0.05,39187684,005,5108,,19,Combined Total,Y,,2019,F,4379,421,248,188,22,2015,4257,10,59,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,210,5,Estimated,,,,,446,320,334
2001, , ,1, ,280635,1,30,WILLIAMSBRIDGE RD,BLONDELL AVE, , , , ,CHESBROUGH AV, ,0,Y,15109,015109,280635011,0,0.09,39141762,005,5109,,19,Combined Total,Y,Y,2019,F,384,38,38,16,2,2015,373,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,18,5,Estimated,,,,,32,40,36
1956, , ,1, ,280669,1,30,WHITE PLAINS RD,HUNT AVE, , , , ,SAGAMORE ST, ,0,Y,15110,015110,280669011,0,0.07,39257980,005,5110,,19,Combined Total,Y,Y,2019,F,690,42,22,30,3,2016,675,6,51,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,33,5,Estimated,,,,,43,43,45
1916, , ,1, ,280671,1,30,BRONX PARK E,PELHAM PKWY S, , , , ,CRUGER AV, ,0,Y,15111,015111,280671011,0,0.6,39216344,005,5111,,19,Combined Total,Y,Y,2019,F,1226,95,95,53,6,2016,1200,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,59,5,Estimated,,,,,72,84,101
1900, , ,1, ,280681,1,30,DEAD END,HUNT AVE, , , , ,HOLLAND AV, ,0,Y,15112,015112,280681011,0,0.46,39259502,005,5112,,19,Combined Total,Y,Y,2019,F,1173,94,94,50,6,2018,1165,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,56,5,Estimated,,,,,88,66,78
1840, , ,1, ,280729,1,30,NARRAGANSETT AVE,SEMINOLE AVE, , , , ,PINCHOT PL, ,0, ,15113,015113,280729011,0,0.08,39241689,005,5113,,19,Combined Total,Y,,2019,F,267,44,23,11,1,2018,265,16,54,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,12,5,Estimated,,,,,41,15,22
1805, , ,1, ,280733,1,30,NARRAGANSETT AVE,SEMINOLE AVE, , , , ,PAWNEE PL, ,0, ,15114,015114,280733011,0,0.09,39237181,005,5114,,19,Combined Total,Y,,2019,F,211,20,11,9,1,2015,205,9,57,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,10,5,Estimated,,,,,17,14,21
1788, , ,1, ,280765,1,30,UNIONPORT RD,SEMINOLE AVE, , , , ,RHINELANDER AV, ,0, ,15115,015115,280765011,0,1.22,39248742,005,5115,,19,Combined Total,Y,,2019,F,1962,181,139,84,10,2018,1948,9,77,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,94,5,Estimated,,,,,156,103,169
1691, , ,1, ,280779,1,30,PEACE ST,EDGEMERE ST, , , , ,PARK DR, ,0, ,15117,015117,280779011,0,0.27,39231097,005,5117,,19,Combined Total,Y,,2019,F,87,10,7,4,0,2015,85,12,64,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,4,5,Estimated,,,,,11,8,7
1666, , ,1, ,280799,1,30,DE REIMER AVE,BUSSING AVE, , , , ,BUSSING PL, ,0,Y,15118,015118,280799011,0,0.06,39141763,005,5118,,19,Combined Total,Y,Y,2019,F,50,7,7,2,0,2015,49,13,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2,5,Estimated,,,,,1,2,7
1583, , ,1, ,280859,1,30,E 233RD ST,DEAD END, , , , ,MULVEY AVE, ,0, ,15120,015120,280859011,0,0.08,39259231,005,5120,,19,Combined Total,Y,,2019,F,438,38,23,19,2,2015,426,9,60,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,21,5,Estimated,,,,,33,34,40
1533, , ,1, ,280869,1,30,ALLERTON AVE,BARTOW AVE, , , , ,ELY AVE, ,0, ,15121,015121,280869011,0,0.13,39168112,005,5121,,19,Combined Total,Y,,2019,F,1492,101,56,64,7,2015,1450,7,55,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,71,5,Estimated,,,,,101,94,107
1491, , ,1, ,280887,1,30,STILLWELL AVE,MACE AVE, , , , ,WICKHAM AVE, ,0, ,15122,015122,280887011,0,0.33,39237227,005,5122,,19,Combined Total,Y,,2019,F,544,56,29,23,3,2018,540,10,52,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,26,5,Estimated,,,,,52,28,48
2594, , ,1, ,280893,1,30,E 222ND ST,BOSTON RD, , , , ,WICKHAM AVE, ,0,Y,15123,015123,280893011,0,0.04,39242205,005,5123,,19,Combined Total,Y,Y,2019,F,1912,139,139,82,10,2015,1859,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,92,5,Estimated,,,,,91,108,147
2085, , ,1, ,280899,1,30,GIVAN AVE,BOSTON RD, , , , ,GUNTHER AVE, ,0, ,15124,015124,280899011,0,0.23,39178277,005,5124,,19,Combined Total,Y,,2019,F,476,36,26,20,2,2015,463,8,74,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,5,Estimated,,,,,31,28,38
